Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Thailand","Yield","Peas, green","1969","100 g/ha","20000"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1970","ha","2000"
"Crops and livestock products","Thailand","Yield","Peas, green","1970","100 g/ha","20000"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1971","ha","2150"
"Crops and livestock products","Thailand","Yield","Peas, green","1971","100 g/ha","20000"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1972","ha","2300"
"Crops and livestock products","Thailand","Yield","Peas, green","1972","100 g/ha","20000"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1973","ha","2560"
"Crops and livestock products","Thailand","Yield","Peas, green","1973","100 g/ha","19754"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1974","ha","2229"
"Crops and livestock products","Thailand","Yield","Peas, green","1974","100 g/ha","21131"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1975","ha","3330"
"Crops and livestock products","Thailand","Yield","Peas, green","1975","100 g/ha","32628"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1976","ha","2710"
"Crops and livestock products","Thailand","Yield","Peas, green","1976","100 g/ha","24384"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1977","ha","2424"
"Crops and livestock products","Thailand","Yield","Peas, green","1977","100 g/ha","18408"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1978","ha","2095"
"Crops and livestock products","Thailand","Yield","Peas, green","1978","100 g/ha","21294"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1979","ha","1998"
"Crops and livestock products","Thailand","Yield","Peas, green","1979","100 g/ha","21446"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1980","ha","2000"
"Crops and livestock products","Thailand","Yield","Peas, green","1980","100 g/ha","21500"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1981","ha","2000"
"Crops and livestock products","Thailand","Yield","Peas, green","1981","100 g/ha","21750"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1982","ha","2050"
"Crops and livestock products","Thailand","Yield","Peas, green","1982","100 g/ha","21463"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1983","ha","2100"
"Crops and livestock products","Thailand","Yield","Peas, green","1983","100 g/ha","21190"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1984","ha","2100"
"Crops and livestock products","Thailand","Yield","Peas, green","1984","100 g/ha","21429"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1985","ha","2100"
"Crops and livestock products","Thailand","Yield","Peas, green","1985","100 g/ha","21667"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1986","ha","2150"
"Crops and livestock products","Thailand","Yield","Peas, green","1986","100 g/ha","21395"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1987","ha","2150"
"Crops and livestock products","Thailand","Yield","Peas, green","1987","100 g/ha","21628"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1988","ha","2200"
"Crops and livestock products","Thailand","Yield","Peas, green","1988","100 g/ha","21364"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1989","ha","2200"
"Crops and livestock products","Thailand","Yield","Peas, green","1989","100 g/ha","21591"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1990","ha","2250"
"Crops and livestock products","Thailand","Yield","Peas, green","1990","100 g/ha","20889"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1991","ha","2300"
"Crops and livestock products","Thailand","Yield","Peas, green","1991","100 g/ha","21739"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1992","ha","1900"
"Crops and livestock products","Thailand","Yield","Peas, green","1992","100 g/ha","26119"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1993","ha","1800"
"Crops and livestock products","Thailand","Yield","Peas, green","1993","100 g/ha","29444"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1994","ha","1600"
"Crops and livestock products","Thailand","Yield","Peas, green","1994","100 g/ha","33750"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1995","ha","1400"
"Crops and livestock products","Thailand","Yield","Peas, green","1995","100 g/ha","39286"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1996","ha","1200"
"Crops and livestock products","Thailand","Yield","Peas, green","1996","100 g/ha","48036"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1997","ha","1000"
"Crops and livestock products","Thailand","Yield","Peas, green","1997","100 g/ha","55038"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1998","ha","800"
"Crops and livestock products","Thailand","Yield","Peas, green","1998","100 g/ha","62500"
"Crops and livestock products","Thailand","Area harvested","Peas, green","1999","ha","600"
"Crops and livestock products","Thailand","Yield","Peas, green","1999","100 g/ha","58333"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2000","ha","412"
"Crops and livestock products","Thailand","Yield","Peas, green","2000","100 g/ha","67791"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2001","ha","422"
"Crops and livestock products","Thailand","Yield","Peas, green","2001","100 g/ha","91066"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2002","ha","346"
"Crops and livestock products","Thailand","Yield","Peas, green","2002","100 g/ha","103237"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2003","ha","443"
"Crops and livestock products","Thailand","Yield","Peas, green","2003","100 g/ha","122777"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2004","ha","330"
"Crops and livestock products","Thailand","Yield","Peas, green","2004","100 g/ha","106727"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2005","ha","320"
"Crops and livestock products","Thailand","Yield","Peas, green","2005","100 g/ha","113031"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2006","ha","396"
"Crops and livestock products","Thailand","Yield","Peas, green","2006","100 g/ha","107702"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2007","ha","423"
"Crops and livestock products","Thailand","Yield","Peas, green","2007","100 g/ha","108487"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2008","ha","431"
"Crops and livestock products","Thailand","Yield","Peas, green","2008","100 g/ha","108956"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2009","ha","434"
"Crops and livestock products","Thailand","Yield","Peas, green","2009","100 g/ha","111959"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2010","ha","454"
"Crops and livestock products","Thailand","Yield","Peas, green","2010","100 g/ha","114890"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2011","ha","597"
"Crops and livestock products","Thailand","Yield","Peas, green","2011","100 g/ha","115745"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2012","ha","418"
"Crops and livestock products","Thailand","Yield","Peas, green","2012","100 g/ha","113230"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2013","ha","329"
"Crops and livestock products","Thailand","Yield","Peas, green","2013","100 g/ha","103313"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2014","ha","299"
"Crops and livestock products","Thailand","Yield","Peas, green","2014","100 g/ha","134548"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2015","ha","155"
"Crops and livestock products","Thailand","Yield","Peas, green","2015","100 g/ha","144903"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2016","ha","261"
"Crops and livestock products","Thailand","Yield","Peas, green","2016","100 g/ha","123474"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2017","ha","238"
"Crops and livestock products","Thailand","Yield","Peas, green","2017","100 g/ha","132751"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2018","ha","218"
"Crops and livestock products","Thailand","Yield","Peas, green","2018","100 g/ha","131929"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2019","ha","222"
"Crops and livestock products","Thailand","Yield","Peas, green","2019","100 g/ha","139292"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2020","ha","226"
"Crops and livestock products","Thailand","Yield","Peas, green","2020","100 g/ha","125386"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2021","ha","222"
"Crops and livestock products","Thailand","Yield","Peas, green","2021","100 g/ha","132159"
"Crops and livestock products","Thailand","Area harvested","Peas, green","2022","ha","223"
"Crops and livestock products","Thailand","Yield","Peas, green","2022","100 g/ha","132234"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1961","ha","800"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1961","100 g/ha","15000"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1962","ha","850"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1962","100 g/ha","15294"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1963","ha","900"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1963","100 g/ha","15000"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1964","ha","950"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1964","100 g/ha","14737"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1965","ha","1000"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1965","100 g/ha","15000"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1966","ha","1100"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1966","100 g/ha","15000"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1967","ha","1200"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1967","100 g/ha","15000"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1968","ha","1300"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1968","100 g/ha","15385"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1969","ha","1400"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1969","100 g/ha","15714"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1970","ha","1500"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1970","100 g/ha","15333"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1971","ha","1600"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1971","100 g/ha","15625"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1972","ha","1700"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1972","100 g/ha","15294"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1973","ha","1800"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1973","100 g/ha","15556"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1974","ha","1900"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1974","100 g/ha","15789"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1975","ha","2000"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1975","100 g/ha","16000"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1976","ha","2100"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1976","100 g/ha","16190"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1977","ha","2200"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1977","100 g/ha","15909"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1978","ha","2300"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1978","100 g/ha","16087"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1979","ha","2400"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1979","100 g/ha","15833"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1980","ha","2500"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1980","100 g/ha","16000"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1981","ha","3000"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1981","100 g/ha","19667"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1982","ha","3000"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1982","100 g/ha","16000"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1983","ha","3000"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1983","100 g/ha","19333"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1984","ha","3500"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1984","100 g/ha","17143"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1985","ha","3500"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1985","100 g/ha","17143"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1986","ha","3500"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1986","100 g/ha","17143"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1987","ha","3500"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1987","100 g/ha","17143"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1988","ha","3500"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1988","100 g/ha","17143"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1989","ha","5000"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1989","100 g/ha","15220"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1990","ha","5080"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1990","100 g/ha","20364"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1991","ha","2880"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1991","100 g/ha","41667"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1992","ha","2720"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1992","100 g/ha","40441"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1993","ha","2560"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1993","100 g/ha","42969"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1994","ha","2400"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1994","100 g/ha","37500"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1995","ha","2240"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1995","100 g/ha","35714"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1996","ha","2080"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1996","100 g/ha","33654"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1997","ha","1760"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1997","100 g/ha","28409"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1998","ha","2080"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1998","100 g/ha","24038"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","1999","ha","2240"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","1999","100 g/ha","31250"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2000","ha","1918"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2000","100 g/ha","34067"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2001","ha","2122"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2001","100 g/ha","41583"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2002","ha","2440"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2002","100 g/ha","41791"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2003","ha","3184"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2003","100 g/ha","40232"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2004","ha","3152"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2004","100 g/ha","41091"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2005","ha","3120"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2005","100 g/ha","44349"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2006","ha","3027"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2006","100 g/ha","40159"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2007","ha","2787"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2007","100 g/ha","37384"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2008","ha","2060"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2008","100 g/ha","28408"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2009","ha","2142"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2009","100 g/ha","31419"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2010","ha","1991"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2010","100 g/ha","32099"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2011","ha","1210"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2011","100 g/ha","36322"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2012","ha","734"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2012","100 g/ha","30548"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2013","ha","412"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2013","100 g/ha","32343"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2014","ha","412"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2014","100 g/ha","28495"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2015","ha","440"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2015","100 g/ha","31932"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2016","ha","387"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2016","100 g/ha","36365"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2017","ha","594"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2017","100 g/ha","42694"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2018","ha","634"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2018","100 g/ha","31625"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2019","ha","613"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2019","100 g/ha","36199"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2020","ha","325"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2020","100 g/ha","31727"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2021","ha","312"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2021","100 g/ha","33192"
"Crops and livestock products","Thailand","Area harvested","Pepper (Piper spp.), raw","2022","ha","263"
"Crops and livestock products","Thailand","Yield","Pepper (Piper spp.), raw","2022","100 g/ha","28226"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1961","ha","87400"
"Crops and livestock products","Thailand","Yield","Pineapples","1961","100 g/ha","51487"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1962","ha","62300"
"Crops and livestock products","Thailand","Yield","Pineapples","1962","100 g/ha","51525"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1963","ha","58800"
"Crops and livestock products","Thailand","Yield","Pineapples","1963","100 g/ha","51531"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1964","ha","50500"
"Crops and livestock products","Thailand","Yield","Pineapples","1964","100 g/ha","51485"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1965","ha","58400"
"Crops and livestock products","Thailand","Yield","Pineapples","1965","100 g/ha","51505"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1966","ha","57000"
"Crops and livestock products","Thailand","Yield","Pineapples","1966","100 g/ha","51674"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1967","ha","45000"
"Crops and livestock products","Thailand","Yield","Pineapples","1967","100 g/ha","51778"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1968","ha","35140"
"Crops and livestock products","Thailand","Yield","Pineapples","1968","100 g/ha","51799"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1969","ha","42252"
"Crops and livestock products","Thailand","Yield","Pineapples","1969","100 g/ha","43726"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1970","ha","45978"
"Crops and livestock products","Thailand","Yield","Pineapples","1970","100 g/ha","42192"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1971","ha","63062"
"Crops and livestock products","Thailand","Yield","Pineapples","1971","100 g/ha","38452"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1972","ha","43060"
"Crops and livestock products","Thailand","Yield","Pineapples","1972","100 g/ha","28989"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1973","ha","87251"
"Crops and livestock products","Thailand","Yield","Pineapples","1973","100 g/ha","36537"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1974","ha","102958"
"Crops and livestock products","Thailand","Yield","Pineapples","1974","100 g/ha","46960"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1975","ha","64480"
"Crops and livestock products","Thailand","Yield","Pineapples","1975","100 g/ha","210654"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1976","ha","76960"
"Crops and livestock products","Thailand","Yield","Pineapples","1976","100 g/ha","291008"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1977","ha","88160"
"Crops and livestock products","Thailand","Yield","Pineapples","1977","100 g/ha","242899"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1978","ha","81920"
"Crops and livestock products","Thailand","Yield","Pineapples","1978","100 g/ha","262976"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1979","ha","100640"
"Crops and livestock products","Thailand","Yield","Pineapples","1979","100 g/ha","287083"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1980","ha","128000"
"Crops and livestock products","Thailand","Yield","Pineapples","1980","100 g/ha","288156"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1981","ha","83040"
"Crops and livestock products","Thailand","Yield","Pineapples","1981","100 g/ha","240005"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1982","ha","69440"
"Crops and livestock products","Thailand","Yield","Pineapples","1982","100 g/ha","207229"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1983","ha","67680"
"Crops and livestock products","Thailand","Yield","Pineapples","1983","100 g/ha","198197"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1984","ha","61120"
"Crops and livestock products","Thailand","Yield","Pineapples","1984","100 g/ha","239382"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1985","ha","74519"
"Crops and livestock products","Thailand","Yield","Pineapples","1985","100 g/ha","237382"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1986","ha","70529"
"Crops and livestock products","Thailand","Yield","Pineapples","1986","100 g/ha","231922"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1987","ha","63264"
"Crops and livestock products","Thailand","Yield","Pineapples","1987","100 g/ha","238677"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1988","ha","71044"
"Crops and livestock products","Thailand","Yield","Pineapples","1988","100 g/ha","249272"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1989","ha","77834"
"Crops and livestock products","Thailand","Yield","Pineapples","1989","100 g/ha","257650"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1990","ha","74514"
"Crops and livestock products","Thailand","Yield","Pineapples","1990","100 g/ha","250327"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1991","ha","79693"
"Crops and livestock products","Thailand","Yield","Pineapples","1991","100 g/ha","242266"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1992","ha","89760"
"Crops and livestock products","Thailand","Yield","Pineapples","1992","100 g/ha","242915"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1993","ha","99840"
"Crops and livestock products","Thailand","Yield","Pineapples","1993","100 g/ha","259345"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1994","ha","99360"
"Crops and livestock products","Thailand","Yield","Pineapples","1994","100 g/ha","238568"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1995","ha","90493"
"Crops and livestock products","Thailand","Yield","Pineapples","1995","100 g/ha","230704"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1996","ha","83341"
"Crops and livestock products","Thailand","Yield","Pineapples","1996","100 g/ha","238383"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1997","ha","84698"
"Crops and livestock products","Thailand","Yield","Pineapples","1997","100 g/ha","245979"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1998","ha","81874"
"Crops and livestock products","Thailand","Yield","Pineapples","1998","100 g/ha","218169"
"Crops and livestock products","Thailand","Area harvested","Pineapples","1999","ha","99200"
"Crops and livestock products","Thailand","Yield","Pineapples","1999","100 g/ha","239092"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2000","ha","97688"
"Crops and livestock products","Thailand","Yield","Pineapples","2000","100 g/ha","230159"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2001","ha","91898"
"Crops and livestock products","Thailand","Yield","Pineapples","2001","100 g/ha","226151"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2002","ha","79466"
"Crops and livestock products","Thailand","Yield","Pineapples","2002","100 g/ha","218815"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2003","ha","81420"
"Crops and livestock products","Thailand","Yield","Pineapples","2003","100 g/ha","233287"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2004","ha","89004"
"Crops and livestock products","Thailand","Yield","Pineapples","2004","100 g/ha","236054"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2005","ha","98208"
"Crops and livestock products","Thailand","Yield","Pineapples","2005","100 g/ha","222312"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2006","ha","101125"
"Crops and livestock products","Thailand","Yield","Pineapples","2006","100 g/ha","267508"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2007","ha","94449"
"Crops and livestock products","Thailand","Yield","Pineapples","2007","100 g/ha","298074"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2008","ha","93116"
"Crops and livestock products","Thailand","Yield","Pineapples","2008","100 g/ha","244658"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2009","ha","90656"
"Crops and livestock products","Thailand","Yield","Pineapples","2009","100 g/ha","209017"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2010","ha","93312"
"Crops and livestock products","Thailand","Yield","Pineapples","2010","100 g/ha","206261"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2011","ha","103413"
"Crops and livestock products","Thailand","Yield","Pineapples","2011","100 g/ha","250762"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2012","ha","99130"
"Crops and livestock products","Thailand","Yield","Pineapples","2012","100 g/ha","242124"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2013","ha","85272"
"Crops and livestock products","Thailand","Yield","Pineapples","2013","100 g/ha","242509"
"Crops and livestock products","Thailand","Area harvested","Pineapples","2014","ha","72376"
"Crops and livestock products","Thailand","Yield","Pineapples","2014","100 g/ha","264843"
